"Trees","Overall_error","Class_0_error","Class_1_error"
230,0.238683127572016,0.238683127572016,0.207692307692308
231,0.242798353909465,0.242798353909465,0.207692307692308
232,0.234567901234568,0.234567901234568,0.2
233,0.242798353909465,0.242798353909465,0.207692307692308
234,0.234567901234568,0.234567901234568,0.2
235,0.238683127572016,0.238683127572016,0.207692307692308
236,0.242798353909465,0.242798353909465,0.207692307692308
237,0.234567901234568,0.234567901234568,0.2
238,0.238683127572016,0.238683127572016,0.2
239,0.238683127572016,0.238683127572016,0.2
240,0.242798353909465,0.242798353909465,0.2
241,0.246913580246914,0.246913580246914,0.207692307692308
242,0.251028806584362,0.251028806584362,0.215384615384615
243,0.246913580246914,0.246913580246914,0.207692307692308
244,0.251028806584362,0.251028806584362,0.215384615384615
245,0.251028806584362,0.251028806584362,0.215384615384615
246,0.246913580246914,0.246913580246914,0.207692307692308
247,0.246913580246914,0.246913580246914,0.207692307692308
248,0.251028806584362,0.251028806584362,0.215384615384615
249,0.251028806584362,0.251028806584362,0.215384615384615
250,0.251028806584362,0.251028806584362,0.215384615384615
251,0.242798353909465,0.242798353909465,0.207692307692308
252,0.246913580246914,0.246913580246914,0.207692307692308
253,0.246913580246914,0.246913580246914,0.207692307692308
254,0.246913580246914,0.246913580246914,0.207692307692308
255,0.246913580246914,0.246913580246914,0.207692307692308
256,0.246913580246914,0.246913580246914,0.207692307692308
257,0.246913580246914,0.246913580246914,0.215384615384615
258,0.246913580246914,0.246913580246914,0.215384615384615
259,0.242798353909465,0.242798353909465,0.207692307692308
260,0.246913580246914,0.246913580246914,0.215384615384615
261,0.242798353909465,0.242798353909465,0.207692307692308
262,0.242798353909465,0.242798353909465,0.207692307692308
263,0.242798353909465,0.242798353909465,0.207692307692308
264,0.242798353909465,0.242798353909465,0.207692307692308
265,0.242798353909465,0.242798353909465,0.207692307692308
266,0.242798353909465,0.242798353909465,0.207692307692308
267,0.246913580246914,0.246913580246914,0.215384615384615
268,0.246913580246914,0.246913580246914,0.215384615384615
269,0.246913580246914,0.246913580246914,0.215384615384615
270,0.246913580246914,0.246913580246914,0.215384615384615
271,0.246913580246914,0.246913580246914,0.215384615384615
272,0.242798353909465,0.242798353909465,0.207692307692308
273,0.242798353909465,0.242798353909465,0.207692307692308
274,0.242798353909465,0.242798353909465,0.207692307692308
275,0.242798353909465,0.242798353909465,0.207692307692308
276,0.251028806584362,0.251028806584362,0.215384615384615
277,0.246913580246914,0.246913580246914,0.215384615384615
278,0.246913580246914,0.246913580246914,0.215384615384615
279,0.251028806584362,0.251028806584362,0.215384615384615
280,0.251028806584362,0.251028806584362,0.215384615384615
281,0.251028806584362,0.251028806584362,0.215384615384615
282,0.251028806584362,0.251028806584362,0.215384615384615
283,0.246913580246914,0.246913580246914,0.215384615384615
284,0.251028806584362,0.251028806584362,0.215384615384615
285,0.251028806584362,0.251028806584362,0.215384615384615
286,0.251028806584362,0.251028806584362,0.215384615384615
287,0.251028806584362,0.251028806584362,0.215384615384615
288,0.255144032921811,0.255144032921811,0.223076923076923
289,0.246913580246914,0.246913580246914,0.207692307692308
290,0.251028806584362,0.251028806584362,0.215384615384615
291,0.251028806584362,0.251028806584362,0.207692307692308
292,0.251028806584362,0.251028806584362,0.207692307692308
293,0.251028806584362,0.251028806584362,0.207692307692308
294,0.255144032921811,0.255144032921811,0.215384615384615
295,0.255144032921811,0.255144032921811,0.215384615384615
296,0.259259259259259,0.259259259259259,0.223076923076923
297,0.259259259259259,0.259259259259259,0.223076923076923
298,0.259259259259259,0.259259259259259,0.223076923076923
299,0.259259259259259,0.259259259259259,0.223076923076923
300,0.259259259259259,0.259259259259259,0.223076923076923
301,0.255144032921811,0.255144032921811,0.215384615384615
302,0.259259259259259,0.259259259259259,0.223076923076923
303,0.255144032921811,0.255144032921811,0.215384615384615
304,0.251028806584362,0.251028806584362,0.215384615384615
305,0.259259259259259,0.259259259259259,0.223076923076923
306,0.255144032921811,0.255144032921811,0.223076923076923
307,0.255144032921811,0.255144032921811,0.223076923076923
308,0.251028806584362,0.251028806584362,0.215384615384615
309,0.255144032921811,0.255144032921811,0.215384615384615
310,0.251028806584362,0.251028806584362,0.215384615384615
311,0.255144032921811,0.255144032921811,0.215384615384615
312,0.259259259259259,0.259259259259259,0.223076923076923
313,0.259259259259259,0.259259259259259,0.223076923076923
314,0.255144032921811,0.255144032921811,0.223076923076923
315,0.255144032921811,0.255144032921811,0.223076923076923
316,0.251028806584362,0.251028806584362,0.207692307692308
317,0.255144032921811,0.255144032921811,0.215384615384615
318,0.255144032921811,0.255144032921811,0.215384615384615
319,0.251028806584362,0.251028806584362,0.215384615384615
320,0.255144032921811,0.255144032921811,0.215384615384615
321,0.251028806584362,0.251028806584362,0.207692307692308
322,0.246913580246914,0.246913580246914,0.207692307692308
323,0.246913580246914,0.246913580246914,0.207692307692308
324,0.246913580246914,0.246913580246914,0.207692307692308
325,0.246913580246914,0.246913580246914,0.207692307692308
326,0.246913580246914,0.246913580246914,0.207692307692308
327,0.251028806584362,0.251028806584362,0.215384615384615
328,0.251028806584362,0.251028806584362,0.215384615384615
329,0.255144032921811,0.255144032921811,0.215384615384615
330,0.251028806584362,0.251028806584362,0.215384615384615
331,0.251028806584362,0.251028806584362,0.215384615384615
332,0.255144032921811,0.255144032921811,0.215384615384615
333,0.259259259259259,0.259259259259259,0.215384615384615
334,0.259259259259259,0.259259259259259,0.215384615384615
335,0.255144032921811,0.255144032921811,0.215384615384615
336,0.255144032921811,0.255144032921811,0.215384615384615
337,0.255144032921811,0.255144032921811,0.215384615384615
338,0.251028806584362,0.251028806584362,0.215384615384615
339,0.255144032921811,0.255144032921811,0.223076923076923
340,0.259259259259259,0.259259259259259,0.223076923076923
341,0.251028806584362,0.251028806584362,0.215384615384615
342,0.251028806584362,0.251028806584362,0.215384615384615
343,0.251028806584362,0.251028806584362,0.215384615384615
344,0.255144032921811,0.255144032921811,0.223076923076923
345,0.251028806584362,0.251028806584362,0.215384615384615
346,0.255144032921811,0.255144032921811,0.215384615384615
347,0.255144032921811,0.255144032921811,0.215384615384615
348,0.251028806584362,0.251028806584362,0.207692307692308
349,0.255144032921811,0.255144032921811,0.207692307692308
350,0.251028806584362,0.251028806584362,0.207692307692308
351,0.255144032921811,0.255144032921811,0.215384615384615
352,0.263374485596708,0.263374485596708,0.223076923076923
353,0.255144032921811,0.255144032921811,0.215384615384615
354,0.255144032921811,0.255144032921811,0.215384615384615
355,0.255144032921811,0.255144032921811,0.215384615384615
356,0.255144032921811,0.255144032921811,0.215384615384615
357,0.255144032921811,0.255144032921811,0.215384615384615
358,0.255144032921811,0.255144032921811,0.215384615384615
359,0.255144032921811,0.255144032921811,0.215384615384615
360,0.255144032921811,0.255144032921811,0.215384615384615
361,0.255144032921811,0.255144032921811,0.215384615384615
362,0.255144032921811,0.255144032921811,0.215384615384615
363,0.255144032921811,0.255144032921811,0.215384615384615
364,0.255144032921811,0.255144032921811,0.215384615384615
365,0.255144032921811,0.255144032921811,0.215384615384615
366,0.251028806584362,0.251028806584362,0.207692307692308
367,0.251028806584362,0.251028806584362,0.207692307692308
368,0.251028806584362,0.251028806584362,0.207692307692308
369,0.255144032921811,0.255144032921811,0.215384615384615
370,0.255144032921811,0.255144032921811,0.215384615384615
371,0.255144032921811,0.255144032921811,0.215384615384615
372,0.255144032921811,0.255144032921811,0.215384615384615
373,0.255144032921811,0.255144032921811,0.215384615384615
374,0.251028806584362,0.251028806584362,0.207692307692308
375,0.251028806584362,0.251028806584362,0.207692307692308
376,0.251028806584362,0.251028806584362,0.207692307692308
377,0.251028806584362,0.251028806584362,0.207692307692308
378,0.255144032921811,0.255144032921811,0.215384615384615
379,0.255144032921811,0.255144032921811,0.215384615384615
380,0.255144032921811,0.255144032921811,0.215384615384615
381,0.255144032921811,0.255144032921811,0.215384615384615
382,0.255144032921811,0.255144032921811,0.215384615384615
383,0.255144032921811,0.255144032921811,0.215384615384615
384,0.255144032921811,0.255144032921811,0.215384615384615
385,0.255144032921811,0.255144032921811,0.215384615384615
386,0.255144032921811,0.255144032921811,0.215384615384615
387,0.255144032921811,0.255144032921811,0.215384615384615
388,0.255144032921811,0.255144032921811,0.215384615384615
389,0.259259259259259,0.259259259259259,0.215384615384615
390,0.255144032921811,0.255144032921811,0.215384615384615
391,0.255144032921811,0.255144032921811,0.215384615384615
392,0.259259259259259,0.259259259259259,0.215384615384615
393,0.259259259259259,0.259259259259259,0.215384615384615
394,0.259259259259259,0.259259259259259,0.215384615384615
395,0.259259259259259,0.259259259259259,0.215384615384615
396,0.255144032921811,0.255144032921811,0.215384615384615
397,0.259259259259259,0.259259259259259,0.215384615384615
398,0.259259259259259,0.259259259259259,0.215384615384615
399,0.251028806584362,0.251028806584362,0.207692307692308
400,0.255144032921811,0.255144032921811,0.215384615384615
401,0.255144032921811,0.255144032921811,0.207692307692308
402,0.255144032921811,0.255144032921811,0.207692307692308
403,0.251028806584362,0.251028806584362,0.207692307692308
404,0.259259259259259,0.259259259259259,0.215384615384615
405,0.259259259259259,0.259259259259259,0.215384615384615
406,0.259259259259259,0.259259259259259,0.215384615384615
407,0.259259259259259,0.259259259259259,0.215384615384615
408,0.251028806584362,0.251028806584362,0.215384615384615
409,0.251028806584362,0.251028806584362,0.215384615384615
410,0.255144032921811,0.255144032921811,0.215384615384615
411,0.255144032921811,0.255144032921811,0.215384615384615
412,0.255144032921811,0.255144032921811,0.215384615384615
413,0.255144032921811,0.255144032921811,0.215384615384615
414,0.255144032921811,0.255144032921811,0.215384615384615
415,0.255144032921811,0.255144032921811,0.215384615384615
416,0.255144032921811,0.255144032921811,0.215384615384615
417,0.255144032921811,0.255144032921811,0.215384615384615
418,0.255144032921811,0.255144032921811,0.215384615384615
419,0.255144032921811,0.255144032921811,0.215384615384615
420,0.255144032921811,0.255144032921811,0.215384615384615
421,0.255144032921811,0.255144032921811,0.215384615384615
422,0.255144032921811,0.255144032921811,0.215384615384615
423,0.255144032921811,0.255144032921811,0.215384615384615
424,0.255144032921811,0.255144032921811,0.215384615384615
425,0.255144032921811,0.255144032921811,0.215384615384615
426,0.255144032921811,0.255144032921811,0.215384615384615
427,0.255144032921811,0.255144032921811,0.215384615384615
428,0.251028806584362,0.251028806584362,0.215384615384615
429,0.251028806584362,0.251028806584362,0.215384615384615
430,0.251028806584362,0.251028806584362,0.215384615384615
431,0.251028806584362,0.251028806584362,0.215384615384615
432,0.251028806584362,0.251028806584362,0.215384615384615
433,0.251028806584362,0.251028806584362,0.215384615384615
434,0.251028806584362,0.251028806584362,0.215384615384615
435,0.251028806584362,0.251028806584362,0.215384615384615
436,0.251028806584362,0.251028806584362,0.215384615384615
437,0.251028806584362,0.251028806584362,0.215384615384615
438,0.251028806584362,0.251028806584362,0.215384615384615
439,0.251028806584362,0.251028806584362,0.215384615384615
440,0.251028806584362,0.251028806584362,0.215384615384615
441,0.251028806584362,0.251028806584362,0.215384615384615
442,0.255144032921811,0.255144032921811,0.215384615384615
443,0.255144032921811,0.255144032921811,0.215384615384615
444,0.255144032921811,0.255144032921811,0.215384615384615
445,0.255144032921811,0.255144032921811,0.215384615384615
446,0.255144032921811,0.255144032921811,0.215384615384615
447,0.255144032921811,0.255144032921811,0.215384615384615
448,0.255144032921811,0.255144032921811,0.215384615384615
449,0.255144032921811,0.255144032921811,0.215384615384615
450,0.255144032921811,0.255144032921811,0.215384615384615
451,0.251028806584362,0.251028806584362,0.215384615384615
452,0.259259259259259,0.259259259259259,0.215384615384615
453,0.251028806584362,0.251028806584362,0.215384615384615
454,0.251028806584362,0.251028806584362,0.215384615384615
455,0.246913580246914,0.246913580246914,0.215384615384615
456,0.251028806584362,0.251028806584362,0.215384615384615
457,0.251028806584362,0.251028806584362,0.215384615384615
458,0.251028806584362,0.251028806584362,0.215384615384615
459,0.251028806584362,0.251028806584362,0.215384615384615
460,0.255144032921811,0.255144032921811,0.215384615384615
461,0.251028806584362,0.251028806584362,0.215384615384615
462,0.255144032921811,0.255144032921811,0.215384615384615
463,0.259259259259259,0.259259259259259,0.215384615384615
464,0.259259259259259,0.259259259259259,0.215384615384615
465,0.259259259259259,0.259259259259259,0.215384615384615
466,0.255144032921811,0.255144032921811,0.215384615384615
467,0.255144032921811,0.255144032921811,0.215384615384615
468,0.259259259259259,0.259259259259259,0.215384615384615
469,0.259259259259259,0.259259259259259,0.215384615384615
470,0.259259259259259,0.259259259259259,0.215384615384615
471,0.255144032921811,0.255144032921811,0.215384615384615
472,0.255144032921811,0.255144032921811,0.215384615384615
473,0.255144032921811,0.255144032921811,0.215384615384615
474,0.255144032921811,0.255144032921811,0.215384615384615
475,0.255144032921811,0.255144032921811,0.215384615384615
476,0.255144032921811,0.255144032921811,0.215384615384615
477,0.255144032921811,0.255144032921811,0.215384615384615
478,0.255144032921811,0.255144032921811,0.215384615384615
479,0.255144032921811,0.255144032921811,0.215384615384615
480,0.255144032921811,0.255144032921811,0.215384615384615
481,0.251028806584362,0.251028806584362,0.215384615384615
482,0.251028806584362,0.251028806584362,0.215384615384615
483,0.251028806584362,0.251028806584362,0.215384615384615
484,0.251028806584362,0.251028806584362,0.215384615384615
485,0.255144032921811,0.255144032921811,0.215384615384615
486,0.255144032921811,0.255144032921811,0.215384615384615
487,0.255144032921811,0.255144032921811,0.215384615384615
488,0.251028806584362,0.251028806584362,0.215384615384615
489,0.251028806584362,0.251028806584362,0.215384615384615
490,0.255144032921811,0.255144032921811,0.215384615384615
491,0.251028806584362,0.251028806584362,0.215384615384615
492,0.251028806584362,0.251028806584362,0.215384615384615
493,0.251028806584362,0.251028806584362,0.215384615384615
494,0.251028806584362,0.251028806584362,0.215384615384615
495,0.251028806584362,0.251028806584362,0.215384615384615
496,0.255144032921811,0.255144032921811,0.215384615384615
497,0.255144032921811,0.255144032921811,0.215384615384615
498,0.255144032921811,0.255144032921811,0.215384615384615
499,0.255144032921811,0.255144032921811,0.215384615384615
500,0.255144032921811,0.255144032921811,0.215384615384615
